"Ajo", 954.40, 88
"Melon", 105.47, 412
"Pera", 144.83, 1030
"Zuccini", 76.02, 660
"Caqui", 799.68, 108
"Mandarina", 15.14, 1080
"Pera", 154.44, 970
"Morron", 2975.08, 576
"Choclo", 57.30, 282
"Cereza", 1016.05, 234
"Alcachofa", 160.46, 270
"Apio", 60.67, 348
"Choclo", 47.01, 348
"Lima", 1066.34, 180
"Coliflor", 20.18, 545
"Pomelo", 51.92, 846
"Higo", 2599.36, 117
"Repollo", 6.73, 749
"Durazno", 150.59, 640
"Banana", 67.10, 1170
"Alcachofa", 166.01, 327
"Apio", 66.65, 297
"Calabaza", 21.53, 672
"Melon", 114.40, 380
"Ciruela", 990.46, 1026
"Choclo", 55.34, 312
"Morron", 3008.22, 588
"Apio", 59.34, 312
"Kiwi", 437.47, 352
"Manzana", 134.70, 940
"Frutilla", 274.29, 273
"Limon", 315.39, 763
"Tomate", 802.83, 1053
"Durazno", 269.35, 952
"Manzana", 144.83, 800
"Durazno", 141.58, 760
"Choclo", 49.58, 348
"Manzana", 154.02, 1090
"Coliflor", 27.20, 545
"Cereza", 1003.63, 218
"Lima", 1062.80, 188
"Morron", 2919.19, 576
"Cereza", 1071.46, 190
"Zanahoria", 33.79, 696
"Zuccini", 85.67, 654
"Repollo", 6.01, 574
"TomCherry", 588.33, 164
"Durazno", 150.00, 952
"Calabaza", 18.58, 944
"Palta", 536.57, 460
"Rabanito", 214.93, 240
"Zanahoria", 39.41, 534
"Calabaza", 19.35, 952
"Durazno", 256.10, 928
"Manzana", 144.56, 1000
"Choclo", 63.36, 306
"Mandarina", 24.88, 800
"Melon", 110.26, 360
"Cereza", 1028.78, 168
"Esparrago", 592.88, 166
"Durazno", 140.06, 784
"Coliflor", 22.83, 555
"Coliflor", 29.59, 440
"Palta", 1138.47, 408
"Higo", 2400.80, 117
"Pepino", 40.50, 575
"Frutilla", 301.62, 288
"Calabaza", 19.55, 872
"Repollo", 3.48, 581
"Tomate", 774.37, 810
"Ajo", 935.14, 87
"Alcachofa", 168.81, 276
"Coliflor", 33.04, 550
"Batata", 18.58, 950
"Berenjena", 69.30, 630
"Zanahoria", 35.18, 648
"Mandarina", 13.49, 1160
"Palta", 1100.61, 324
"Alcachofa", 157.39, 273
"Mandarina", 20.05, 940
"Cebolla", 56.12, 720
"Champignon", 3603.23, 106
"Melon", 109.24, 400
"Higo", 2587.04, 111
"Limon", 314.18, 616
"Kiwi", 441.13, 376
"Mandarina", 28.02, 1110
"Pomelo", 46.07, 801
"Mandarina", 21.75, 1100
"Berenjena", 55.72, 546
"Pepino", 28.41, 555
"Apio", 52.78, 339
"Mandarina", 18.52, 1100
"Ciruela", 924.82, 1026
"Acelga", 27.35, 909
"Higo", 2408.24, 95
"Higo", 2515.50, 112
"Pera", 159.30, 1170
"Limon", 300.02, 616
"Palta", 1127.43, 412
"Mandarina", 23.97, 830
"Zanahoria", 35.86, 588
"Lechuga", 45.66, 774
"Banana", 74.21, 910
"Kiwi", 435.14, 320
"Coliflor", 32.33, 480
"Sandia", 80.23, 756
"Morron", 2924.28, 624
"Frutilla", 303.14, 321
"Naranja", 18.36, 1140
"Pomelo", 52.35, 801
"Batata", 18.76, 1150
"TomCherry", 519.91, 234
"Cereza", 1041.12, 180
"Higo", 2541.23, 107
"Sandia", 40.75, 927
"Uva", 731.70, 297
"Batata", 26.39, 1200
"Cebolla", 76.14, 824
"Zuccini", 81.28, 486
"Champignon", 3628.22, 109
"Cebolla", 69.48, 640
"Papa", 18.32, 820
"Pomelo", 60.48, 999
"Berenjena", 55.08, 720
"Melon", 122.27, 332
"TomCherry", 519.24, 196
"Mandarina", 21.24, 820
"Apio", 49.99, 312
"Choclo", 64.97, 297
"Tomate", 755.18, 1044
"Lima", 1048.87, 218
"Durazno", 270.49, 912
"Apio", 38.51, 300
"Kiwi", 453.47, 340
"Sandia", 66.12, 774
"Tomate", 791.69, 1044
"Durazno", 176.06, 936
"Repollo", 5.72, 812
"Manzana", 127.58, 1150
"Limon", 291.46, 560
"Ciruela", 958.77, 819
"Manzana", 129.35, 980
"Cereza", 1000.04, 190
"Mandarina", 24.31, 1110
"Naranja", 13.11, 800
"Lima", 1017.74, 164
"Cereza", 1005.21, 222
"Repollo", 2.95, 714
"Durazno", 158.83, 720
"Calabaza", 11.70, 760
"Rabanito", 201.28, 330
"Ajo", 915.28, 111
"Frutilla", 276.02, 351
"Papa", 19.83, 950
"Mandarina", 13.31, 900
"Zuccini", 93.50, 588
"Caqui", 857.90, 81
"Ciruela", 1002.84, 1044
"Coliflor", 34.78, 535
"Cebolla", 75.25, 832
"Champignon", 3531.83, 82
"Melon", 93.63, 464
"Mandarina", 12.39, 890
"Tomate", 757.21, 882
"Brocoli", 352.77, 456
"Pepino", 37.27, 495
"Cebolla", 55.35, 920
"Pera", 162.60, 850
"Zuccini", 86.93, 708
"Lima", 1407.95, 208
"Durazno", 151.13, 752
"Pera", 151.88, 880
"Choclo", 57.85, 285
"Kinoto", 33.81, 206
"Choclo", 55.90, 354
"Esparrago", 620.93, 176
"Durazno", 118.28, 672
"Apio", 61.89, 255
"Palta", 519.24, 505
"Pepino", 33.26, 470
"Calabaza", 23.13, 776
"Higo", 2454.95, 109
"Cebolla", 67.44, 960
"Alcachofa", 157.64, 357
"Zanahoria", 17.62, 504
"Durazno", 268.53, 800
"Choclo", 55.67, 294
"Pomelo", 53.90, 810
"Kinoto", 38.79, 232
"Durazno", 153.45, 808
"Manzana", 123.41, 970
"Pepino", 32.00, 565
"Durazno", 133.32, 776
"Durazno", 147.57, 720
"Rabanito", 222.10, 291
"Kiwi", 428.57, 356
"Batata", 12.75, 1200
"Morron", 3040.22, 720
"Lima", 966.12, 174
"Banana", 48.27, 830
"Berenjena", 44.11, 684
"Lima", 1408.67, 166
"Batata", 24.19, 1110
"TomCherry", 549.96, 226
"Durazno", 149.36, 888
"Lechuga", 38.44, 747
"Batata", 12.72, 920
"Lima", 1423.57, 188
"Zuccini", 76.31, 642
"Acelga", 19.55, 1026
"Papa", 19.28, 800
"Berenjena", 64.31, 540
"Repollo", 8.74, 560
"Champignon", 3675.11, 117
"Lima", 1022.59, 194
"Pera", 141.96, 1050
"Cebolla", 75.31, 744
"Apio", 60.97, 276
"Palta", 499.97, 420
"Morron", 2882.07, 486
"Durazno", 247.05, 960
"Acelga", 27.55, 747
"Palta", 511.04, 555
"Durazno", 155.08, 736
"Frutilla", 305.39, 351
"Lechuga", 46.55, 765
"Alcachofa", 147.71, 240
"Kiwi", 403.27, 364
"Palta", 1120.00, 460
"Tomate", 778.29, 945
"Zanahoria", 39.49, 636
"Zuccini", 74.47, 606
"Batata", 25.75, 1200
"Frutilla", 278.29, 309
"Papa", 18.69, 1110
"Coliflor", 28.09, 515
"Higo", 2452.20, 98
"Zuccini", 74.17, 618
"Uva", 685.62, 291
"Choclo", 46.59, 339
"Pomelo", 57.84, 801
"Pomelo", 44.16, 990
"Pepino", 54.87, 565
"Pepino", 42.30, 565
"Pepino", 32.72, 425
"Palta", 1155.00, 416
"Mandarina", 15.31, 1170
"Esparrago", 642.20, 240
"Alcachofa", 126.94, 306
"Zuccini", 84.02, 600
"Acelga", 22.88, 1017
"Frutilla", 302.96, 282
"Lima", 1326.10, 222
"Melon", 104.21, 460
"Higo", 2454.44, 119
"Caqui", 856.47, 84
"Esparrago", 611.10, 218
"Cebolla", 62.76, 904
"Pera", 144.99, 950
"Choclo", 52.84, 255
"Morron", 2897.25, 576
"Kinoto", 29.22, 234
"Frutilla", 296.55, 258
"Apio", 61.10, 357
"Banana", 63.01, 800
"Manzana", 127.36, 810
"Caqui", 768.26, 91
"Coliflor", 25.69, 540
"Pepino", 21.39, 435
"Champignon", 3656.00, 101
"Durazno", 133.86, 952
"Frutilla", 287.76, 333
"Alcachofa", 155.31, 258
"Ajo", 918.48, 101
"Morron", 2904.77, 684
"Banana", 72.25, 830
"Acelga", 19.61, 765
"Berenjena", 52.23, 480
"Pera", 153.60, 990
"Palta", 534.69, 455
"Naranja", 10.68, 1130
"Mandarina", 16.73, 850
"Banana", 69.58, 1010
"Apio", 57.59, 324
"Alcachofa", 139.22, 330
"Choclo", 43.76, 327
"Palta", 1173.53, 344
"Kiwi", 419.00, 388
"Durazno", 269.27, 792
"Durazno", 157.23, 856
"Coliflor", 27.63, 470
"Banana", 70.67, 870
"Naranja", 12.76, 870
"Durazno", 171.48, 856
"Frutilla", 306.38, 270
"Lima", 1458.39, 208
"Uva", 668.45, 318
"Frambuesa", 2075.26, 94
"Kinoto", 35.93, 230
"Ajo", 909.94, 104
"Berenjena", 47.29, 714
"Coliflor", 19.27, 570
"Papa", 19.98, 1060
"Caqui", 840.46, 98
"Palta", 476.65, 565
"Durazno", 291.21, 736
"Melon", 96.57, 444
"Zuccini", 95.19, 690
"Mandarina", 20.82, 1090
"Sandia", 59.40, 747
"Cebolla", 62.88, 720
"Ajo", 972.38, 88
"Pepino", 42.72, 475
"Rabanito", 210.76, 318
"Zanahoria", 28.04, 552
"Calabaza", 15.93, 744
"Lechuga", 36.56, 756
"Mandarina", 21.10, 940
"Papa", 18.69, 1000
"Kinoto", 38.60, 212
"Papa", 16.41, 1020
"Morron", 2859.11, 642
"Kinoto", 35.61, 198
"Ajo", 896.50, 108
"Sandia", 71.22, 792
"Pepino", 37.91, 455
"Manzana", 126.55, 850
"Limon", 305.60, 595
"Esparrago", 623.87, 186
"Zuccini", 102.22, 564
"Durazno", 152.73, 664
"Tomate", 726.88, 918
"Durazno", 147.14, 840
"Batata", 21.54, 1160
"Acelga", 21.69, 936
"Zanahoria", 34.74, 690
"Alcachofa", 153.94, 261
"Batata", 16.64, 950
"Palta", 488.55, 430
"Pepino", 34.69, 570
"Lima", 1058.17, 208
"Mandarina", 26.10, 990
"Papa", 17.58, 940
"Lima", 1385.12, 236
"Pepino", 46.38, 405
"Repollo", 3.41, 735
"Esparrago", 660.54, 204
"Berenjena", 47.95, 708
"Morron", 2875.38, 558
"Calabaza", 12.69, 728
"Lima", 1075.57, 190
"Melon", 122.13, 420
"Frutilla", 287.74, 333
"Lima", 1412.77, 198
"Lechuga", 31.84, 756
"Lima", 1200.48, 220
"Alcachofa", 139.05, 273
"Limon", 346.55, 777
"Sandia", 49.48, 990
"Limon", 330.74, 749
"Choclo", 52.69, 282
"Morron", 2917.19, 720
"Repollo", 6.57, 798
"Alcachofa", 155.23, 246
"Durazno", 158.22, 744
"Esparrago", 615.69, 166
"Lima", 1226.12, 218
"Choclo", 43.36, 282
"Caqui", 813.37, 84
"Frutilla", 281.98, 243
"Frambuesa", 2032.78, 82
"Rabanito", 227.57, 297
"Naranja", 15.56, 800
"Calabaza", 20.13, 896
"Lima", 1077.86, 230
"Pera", 167.87, 1020
"Choclo", 58.32, 312
"Cebolla", 48.43, 744
"Batata", 18.90, 1110
"Tomate", 755.01, 1080
"Apio", 57.52, 336
"Tomate", 741.58, 990
"Mandarina", 16.68, 1130
"Lima", 1056.27, 210
"Champignon", 3527.12, 84
"Acelga", 16.07, 882
"Acelga", 29.98, 972
"Mandarina", 18.36, 1190
"Kiwi", 434.00, 368
"Acelga", 19.66, 738
"Limon", 318.33, 819
"Zuccini", 83.93, 546
"Mandarina", 14.92, 1190
"Frambuesa", 2053.95, 94
"Morron", 2894.90, 576
"Naranja", 15.98, 1070
"Mandarina", 10.71, 1130
"Coliflor", 39.41, 455
"Palta", 485.89, 495
"Zuccini", 68.73, 558
"Caqui", 890.35, 98
"Palta", 506.32, 565
"Berenjena", 49.47, 630
"Lima", 1387.10, 230
"Tomate", 740.79, 1080
"Kiwi", 449.69, 460
"Papa", 19.36, 890
"Rabanito", 228.54, 255
"Lima", 1391.54, 192
"Champignon", 3617.83, 98
"Sandia", 61.17, 927
"Frambuesa", 2030.42, 113
"Manzana", 151.96, 1200
"Frutilla", 293.75, 282
"Ajo", 920.75, 92
"Tomate", 808.95, 765
"Banana", 76.28, 1020
"Palta", 1108.98, 384
"Brocoli", 380.79, 404
"Naranja", 12.38, 840
"Durazno", 280.96, 880
"Choclo", 53.25, 354
"Lechuga", 43.39, 738
"Sandia", 61.24, 990
"Lima", 1366.22, 234
"Naranja", 20.73, 1150
"Calabaza", 19.17, 808
"Brocoli", 344.92, 428
"Uva", 671.95, 330
"Coliflor", 25.48, 600
"Manzana", 137.15, 1050
"Caqui", 822.93, 120
"Rabanito", 227.78, 282
"Esparrago", 638.68, 172
"Champignon", 3614.68, 81
"Repollo", 5.80, 784
"Cebolla", 60.23, 664
"Acelga", 14.81, 720
"Ajo", 790.09, 114
"TomCherry", 558.74, 184
"Acelga", 27.20, 738
"Tomate", 706.29, 1017
"Coliflor", 30.52, 570
"Banana", 64.69, 1040
"Limon", 334.80, 826
"Ajo", 892.93, 80
"Pomelo", 37.68, 873
"Lima", 1377.96, 186
"Lechuga", 42.96, 774
"Acelga", 18.11, 747
"Alcachofa", 158.95, 345
"Palta", 486.27, 465
"Caqui", 829.85, 102
"Cereza", 992.92, 186
"Mandarina", 19.48, 1130
"Melon", 115.67, 348
"Lima", 1061.47, 232
"Lima", 1239.16, 174
"Frambuesa", 2059.43, 112
"Cereza", 1089.39, 196
"Lima", 1099.24, 240
"Cebolla", 71.98, 864
"Tomate", 763.60, 972
"Uva", 702.92, 252
"Calabaza", 23.28, 864
"Naranja", 9.35, 920
"Higo", 2552.70, 85
"Lima", 1407.82, 174
"Coliflor", 29.75, 450
"Alcachofa", 146.71, 351
"Acelga", 24.18, 1071
"Durazno", 254.76, 824
"Pomelo", 54.33, 810
"Kiwi", 429.56, 432
"Manzana", 137.30, 1090
"Tomate", 738.19, 999
"Batata", 23.33, 800
"Ajo", 946.31, 97
"Lima", 1210.21, 174
"Pepino", 33.98, 525
"Cereza", 1060.91, 172
"Tomate", 725.46, 945
"Sandia", 56.56, 936
"Zuccini", 92.28, 618
"Repollo", 4.60, 623
"Manzana", 136.28, 940
"Calabaza", 14.94, 768
"Durazno", 266.22, 824
"Lechuga", 37.78, 1026
"Lechuga", 32.53, 846
"Papa", 16.18, 1160
"Caqui", 893.10, 87
"Calabaza", 24.75, 680
"Ajo", 871.42, 107
"Durazno", 152.65, 784
"Frambuesa", 2042.36, 89
"Coliflor", 25.66, 425
"Calabaza", 19.85, 736
"Mandarina", 20.04, 880
"Frutilla", 272.10, 288
"Pera", 134.37, 1190
"Lima", 1391.26, 192
"Acelga", 28.53, 909
"Morron", 2930.49, 636
"Champignon", 3591.04, 84
"Alcachofa", 158.37, 243
"Pera", 142.55, 880
"Naranja", 16.47, 970
"Alcachofa", 135.89, 288
"Durazno", 143.02, 952
"Kiwi", 446.31, 444
"Tomate", 739.88, 747
"Ajo", 910.63, 105
"Higo", 2538.51, 85
"Higo", 2496.23, 83
"Naranja", 15.39, 1060
"Limon", 333.78, 679
"Cereza", 1062.69, 174
"Naranja", 23.16, 890
"Cereza", 993.79, 226
"Naranja", 14.50, 870
"Cebolla", 63.45, 920
"Melon", 112.12, 364
"Palta", 1186.80, 480
"Calabaza", 25.10, 672
"Lima", 1211.25, 188
"Mandarina", 15.98, 980
"Lima", 993.44, 198
"Coliflor", 29.79, 560
